PROPERTY VALUE,ONTOLOGY TERM LABEL(S),ONTOLOGY TERM(S),ontology term URI
Diaporthe hybrida,Diaporthe x hybrida,NCBITaxon_2899245,http://purl.obolibrary.org/obo/NCBITaxon_2899245
Diaporthe kongii,Diaporthe kongii,NCBITaxon_1116856,http://purl.obolibrary.org/obo/NCBITaxon_1116856
Diaporthe nebulae,Diaporthe nebulae,NCBITaxon_2562763,http://purl.obolibrary.org/obo/NCBITaxon_2562763
Diaporthe phillipsii,Diaporthe phillipsii,NCBITaxon_2711302,http://purl.obolibrary.org/obo/NCBITaxon_2711302
Diaporthe phyllanthicola,Diaporthe phyllanthicola,NCBITaxon_280248,http://purl.obolibrary.org/obo/NCBITaxon_280248
Diaporthe rosiphthora,Diaporthe rosiphthora,NCBITaxon_2725336,http://purl.obolibrary.org/obo/NCBITaxon_2725336
Diaporthe rossmaniae,Diaporthe rossmaniae,NCBITaxon_2711303,http://purl.obolibrary.org/obo/NCBITaxon_2711303
Diaporthe sapindicola,Diaporthe sapindicola,NCBITaxon_2894586,http://purl.obolibrary.org/obo/NCBITaxon_2894586
Diaporthe silvicola,Intasuchus silvicola,VTO_9031000,http://purl.obolibrary.org/obo/VTO_9031000
Diaporthe sinensis,Diaporthe sinensis,NCBITaxon_2609235,http://purl.obolibrary.org/obo/NCBITaxon_2609235
Diaporthe sp. 1-MI,Diaporthe sp. 1-MI,NCBITaxon_2766524,http://purl.obolibrary.org/obo/NCBITaxon_2766524
Diaporthe ueckerae,Diaporthe ueckerae,NCBITaxon_1590080,http://purl.obolibrary.org/obo/NCBITaxon_1590080
Diaporthe vaccinii,Diaporthe vaccinii,NCBITaxon_105482,http://purl.obolibrary.org/obo/NCBITaxon_105482
Diaporthe vacuae,Diaporthe vacuae,NCBITaxon_2711304,http://purl.obolibrary.org/obo/NCBITaxon_2711304
Diaspidiotus ancylus,Diaspidiotus ancylus,NCBITaxon_862673,http://purl.obolibrary.org/obo/NCBITaxon_862673
Diatraea saccharalis,Diatraea saccharalis,NCBITaxon_40085,http://purl.obolibrary.org/obo/NCBITaxon_40085
Diceraeus melacanthus,Dichelops melacanthus,NCBITaxon_1225065,http://purl.obolibrary.org/obo/NCBITaxon_1225065
Dichelops furcatus,Dichelops furcatus,NCBITaxon_1820103,http://purl.obolibrary.org/obo/NCBITaxon_1820103
Dickeya fangzhongdai,Dickeya fangzhongdai,NCBITaxon_1778540,http://purl.obolibrary.org/obo/NCBITaxon_1778540
Dickeya poaceiphila,Dickeya poaceiphila,NCBITaxon_568768,http://purl.obolibrary.org/obo/NCBITaxon_568768
Didymella americana,Didymella americana,NCBITaxon_749596,http://purl.obolibrary.org/obo/NCBITaxon_749596
Didymella bellidis,Didymella bellidis,NCBITaxon_749649,http://purl.obolibrary.org/obo/NCBITaxon_749649
Didymella corylicola,Didymella corylicola,NCBITaxon_2698935,http://purl.obolibrary.org/obo/NCBITaxon_2698935
Dioryctria pryeri,Dioryctria pryeri,NCBITaxon_2249530,http://purl.obolibrary.org/obo/NCBITaxon_2249530
Dioryctria rubella,Dioryctria rubella,NCBITaxon_357119,http://purl.obolibrary.org/obo/NCBITaxon_357119
Dioscorea mosaic associated virus,Dioscorea mosaic associated virus,NCBITaxon_2170181,http://purl.obolibrary.org/obo/NCBITaxon_2170181
Diplodia africana,Diplodia africana,NCBITaxon_448126,http://purl.obolibrary.org/obo/NCBITaxon_448126
Diplodia bulgarica,Diplodia bulgarica,NCBITaxon_856259,http://purl.obolibrary.org/obo/NCBITaxon_856259
Diplodia corticola,Diplodia corticola,NCBITaxon_236234,http://purl.obolibrary.org/obo/NCBITaxon_236234
Diplodia fraxini,Diplodia fraxini,NCBITaxon_856250,http://purl.obolibrary.org/obo/NCBITaxon_856250
Diplodia quercicola,Diplodia quercicola,NCBITaxon_2598780,http://purl.obolibrary.org/obo/NCBITaxon_2598780
Diplodia scrobiculata,Diplodia scrobiculata,NCBITaxon_280322,http://purl.obolibrary.org/obo/NCBITaxon_280322
Diplodia subglobosa,Diplodia subglobosa,NCBITaxon_2201230,http://purl.obolibrary.org/obo/NCBITaxon_2201230
Diprion pini,Diprion pini,NCBITaxon_52634,http://purl.obolibrary.org/obo/NCBITaxon_52634
Ditylenchus africanus,Ditylenchus africanus,NCBITaxon_490491,http://purl.obolibrary.org/obo/NCBITaxon_490491
Ditylenchus destructor,Ditylenchus destructor,NCBITaxon_166010,http://purl.obolibrary.org/obo/NCBITaxon_166010
Ditylenchus dipsaci,Ditylenchus dipsaci,NCBITaxon_166011,http://purl.obolibrary.org/obo/NCBITaxon_166011
Diuncus haberkorni,Diuncus haberkorni,NCBITaxon_995726,http://purl.obolibrary.org/obo/NCBITaxon_995726
Donacia provostii,Donacia provostii,NCBITaxon_225698,http://purl.obolibrary.org/obo/NCBITaxon_225698
Dothiorella citrimurcotticola,Dothiorella citrimurcotticola,NCBITaxon_2951187,http://purl.obolibrary.org/obo/NCBITaxon_2951187
Drosicha corpulenta,Drosicha corpulenta,NCBITaxon_535978,http://purl.obolibrary.org/obo/NCBITaxon_535978
Dryocoetes himalayensis,Dryocoetes himalayensis,NCBITaxon_2696755,http://purl.obolibrary.org/obo/NCBITaxon_2696755
Dryoxylon onoharaense,Dryoxylon onoharaense,NCBITaxon_124010,http://purl.obolibrary.org/obo/NCBITaxon_124010
Dynamis borassi,Dynamis borassi,NCBITaxon_206442,http://purl.obolibrary.org/obo/NCBITaxon_206442
Dysmicoccus neobrevipes,Dysmicoccus neobrevipes,NCBITaxon_38114,http://purl.obolibrary.org/obo/NCBITaxon_38114
Dysmicoccus wistariae,Dysmicoccus wistariae,NCBITaxon_648332,http://purl.obolibrary.org/obo/NCBITaxon_648332
Earias roseifera,Earias roseifera,NCBITaxon_1178094,http://purl.obolibrary.org/obo/NCBITaxon_1178094
Earias vittella,Earias vittella,NCBITaxon_1372994,http://purl.obolibrary.org/obo/NCBITaxon_1372994
Earliella scabrosa,Earliella scabrosa,NCBITaxon_2478900,http://purl.obolibrary.org/obo/NCBITaxon_2478900
East Asian Passiflora distortion virus,East Asian Passiflora distortion virus,NCBITaxon_2734556,http://purl.obolibrary.org/obo/NCBITaxon_2734556
Ectostroma robiniae,Erysiphe robiniae,NCBITaxon_2490546,http://purl.obolibrary.org/obo/NCBITaxon_2490546
Eggplant mottled crinkle virus,Eggplant mottled crinkle virus,NCBITaxon_270256,http://purl.obolibrary.org/obo/NCBITaxon_270256
Eggplant mottled dwarf nucleorhabdovirus,Eggplant mottled dwarf nucleorhabdovirus,NCBITaxon_488317,http://purl.obolibrary.org/obo/NCBITaxon_488317
Elachiptera decipiens,Elachiptera decipiens,NCBITaxon_1692369,http://purl.obolibrary.org/obo/NCBITaxon_1692369
Elasmopalpus lignosellus,Elasmopalpus lignosellus,NCBITaxon_1511197,http://purl.obolibrary.org/obo/NCBITaxon_1511197
Elsinoe coryli,Elsinoe coryli,NCBITaxon_1822375,http://purl.obolibrary.org/obo/NCBITaxon_1822375
Elsinoe necatrix,Elsinoe necatrix,NCBITaxon_2778755,http://purl.obolibrary.org/obo/NCBITaxon_2778755
Empoasca fabae,Empoasca fabae,NCBITaxon_139595,http://purl.obolibrary.org/obo/NCBITaxon_139595
Endoclita excrescens,Endoclita excrescens,NCBITaxon_2600278,http://purl.obolibrary.org/obo/NCBITaxon_2600278
Endoconidiophora laricicola,Endoconidiophora laricicola,NCBITaxon_1580848,http://purl.obolibrary.org/obo/NCBITaxon_1580848
Endothia chinensis,Endothia chinensis,NCBITaxon_2233841,http://purl.obolibrary.org/obo/NCBITaxon_2233841
Ennomos subsignaria,Ennomos subsignaria,NCBITaxon_216861,http://purl.obolibrary.org/obo/NCBITaxon_216861
Eoreuma loftini,Eoreuma loftini,NCBITaxon_236801,http://purl.obolibrary.org/obo/NCBITaxon_236801
Eotetranychus boreus,Eotetranychus boreus,NCBITaxon_1490242,http://purl.obolibrary.org/obo/NCBITaxon_1490242
Eotetranychus hirsti,Eotetranychus hirsti,NCBITaxon_1604325,http://purl.obolibrary.org/obo/NCBITaxon_1604325
Eotetranychus sexmaculatus,Eotetranychus sexmaculatus,NCBITaxon_2805793,http://purl.obolibrary.org/obo/NCBITaxon_2805793
Epicoccum latusicollum,Epicoccum latusicollum,NCBITaxon_2021037,http://purl.obolibrary.org/obo/NCBITaxon_2021037
Epicoccum sorghinum,Epicoccum sorghinum,NCBITaxon_749593,http://purl.obolibrary.org/obo/NCBITaxon_749593
Epiphyas postvittana,Epiphyas postvittana,NCBITaxon_65032,http://purl.obolibrary.org/obo/NCBITaxon_65032
Epiphyllum virus 4,Epiphyllum virus 4,NCBITaxon_2713640,http://purl.obolibrary.org/obo/NCBITaxon_2713640
Erasmoneura vulnerata,Erasmoneura vulnerata,NCBITaxon_680300,http://purl.obolibrary.org/obo/NCBITaxon_680300
Eremothecium coryli,Eremothecium coryli,NCBITaxon_33173,http://purl.obolibrary.org/obo/NCBITaxon_33173
Erthesina fullo,Erthesina fullo,NCBITaxon_299276,http://purl.obolibrary.org/obo/NCBITaxon_299276
Erwinia persicina,Erwinia persicina,NCBITaxon_55211,http://purl.obolibrary.org/obo/NCBITaxon_55211
Erwinia pyrifoliae,Erwinia pyrifoliae,NCBITaxon_79967,http://purl.obolibrary.org/obo/NCBITaxon_79967
Erwinia tracheiphila,Erwinia tracheiphila,NCBITaxon_65700,http://purl.obolibrary.org/obo/NCBITaxon_65700
Erysiphe berberidicola,Erysiphe berberidicola,NCBITaxon_1571538,http://purl.obolibrary.org/obo/NCBITaxon_1571538
Erysiphe corylacearum,Erysiphe corylacearum,NCBITaxon_1250545,http://purl.obolibrary.org/obo/NCBITaxon_1250545
Erysiphe quercicola,Erysiphe quercicola,NCBITaxon_425177,http://purl.obolibrary.org/obo/NCBITaxon_425177
Erysiphe salmonii,Erysiphe salmonii,NCBITaxon_1708647,http://purl.obolibrary.org/obo/NCBITaxon_1708647
Erysiphe sedi,Erysiphe sedi,NCBITaxon_870199,http://purl.obolibrary.org/obo/NCBITaxon_870199
Erysiphe vignae,Erysiphe vignae,NCBITaxon_2745615,http://purl.obolibrary.org/obo/NCBITaxon_2745615
Ethiopian tobacco bushy top virus,Ethiopian tobacco bushy top virus,NCBITaxon_1538549,http://purl.obolibrary.org/obo/NCBITaxon_1538549
Eudocima materna,Eudocima materna,NCBITaxon_1123336,http://purl.obolibrary.org/obo/NCBITaxon_1123336
Eulachnus thunbergii,Eulachnus thunbergii,NCBITaxon_796214,http://purl.obolibrary.org/obo/NCBITaxon_796214
Eulachnus tuberculostemmatus,Eulachnus tuberculostemmatus,NCBITaxon_1667250,http://purl.obolibrary.org/obo/NCBITaxon_1667250
Eulecanium cerasorum,Eulecanium cerasorum,NCBITaxon_1527586,http://purl.obolibrary.org/obo/NCBITaxon_1527586
Eupatorus gracilicornis,Eupatorus gracilicornis,NCBITaxon_1247164,http://purl.obolibrary.org/obo/NCBITaxon_1247164
Euphorbia yellow mosaic virus,Euphorbia yellow mosaic virus,NCBITaxon_598494,http://purl.obolibrary.org/obo/NCBITaxon_598494
Euplatypus parallelus,Euplatypus parallelus,NCBITaxon_159894,http://purl.obolibrary.org/obo/NCBITaxon_159894
Euproctis chrysorrhoea,Euproctis chrysorrhoea,NCBITaxon_987934,http://purl.obolibrary.org/obo/NCBITaxon_987934
Eurygaster integriceps,Eurygaster integriceps,NCBITaxon_555972,http://purl.obolibrary.org/obo/NCBITaxon_555972
Euschistus heros,Euschistus heros,NCBITaxon_437493,http://purl.obolibrary.org/obo/NCBITaxon_437493
Euwallacea interjectus,Euwallacea interjectus,NCBITaxon_321055,http://purl.obolibrary.org/obo/NCBITaxon_321055
Euzophera semifuneralis,Euzophera semifuneralis,NCBITaxon_1678257,http://purl.obolibrary.org/obo/NCBITaxon_1678257
Exobasidium camelliae,Exobasidium camelliae,NCBITaxon_271128,http://purl.obolibrary.org/obo/NCBITaxon_271128
Faba bean polerovirus 1,Faba bean polerovirus 1,NCBITaxon_2283388,http://purl.obolibrary.org/obo/NCBITaxon_2283388
Ferrisia malvastra,Ferrisia malvastra,NCBITaxon_223227,http://purl.obolibrary.org/obo/NCBITaxon_223227
Ferrisia virgata,Ferrisia virgata,NCBITaxon_223228,http://purl.obolibrary.org/obo/NCBITaxon_223228
Fig cryptic virus,Fig cryptic virus,NCBITaxon_882768,http://purl.obolibrary.org/obo/NCBITaxon_882768
Fiorinia phantasma,Fiorinia phantasma,NCBITaxon_2803718,http://purl.obolibrary.org/obo/NCBITaxon_2803718
Fiorinia proboscidaria,Fiorinia proboscidaria,NCBITaxon_2823860,http://purl.obolibrary.org/obo/NCBITaxon_2823860
Florithrips traegardhi,Florithrips traegardhi,NCBITaxon_1965697,http://purl.obolibrary.org/obo/NCBITaxon_1965697
Fomitiporella sinica,Fomitiporella sinica,NCBITaxon_1980126,http://purl.obolibrary.org/obo/NCBITaxon_1980126
Frankliniella australis,Frankliniella australis,NCBITaxon_1291225,http://purl.obolibrary.org/obo/NCBITaxon_1291225
Frankliniella bispinosa,Frankliniella bispinosa,NCBITaxon_407007,http://purl.obolibrary.org/obo/NCBITaxon_407007
Frankliniella fusca,Frankliniella fusca,NCBITaxon_407009,http://purl.obolibrary.org/obo/NCBITaxon_407009
French bean leaf curl virus,French bean leaf curl virus,NCBITaxon_2050584,http://purl.obolibrary.org/obo/NCBITaxon_2050584
Fusarium agapanthi,Fusarium agapanthi,NCBITaxon_1803897,http://purl.obolibrary.org/obo/NCBITaxon_1803897
Fusarium andiyazi,Fusarium andiyazi,NCBITaxon_520446,http://purl.obolibrary.org/obo/NCBITaxon_520446
Fusarium anthophilum,Fusarium anthophilum,NCBITaxon_48485,http://purl.obolibrary.org/obo/NCBITaxon_48485
Fusarium asiaticum,Fusarium asiaticum,NCBITaxon_282267,http://purl.obolibrary.org/obo/NCBITaxon_282267
Fusarium brachygibbosum,Fusarium brachygibbosum,NCBITaxon_679434,http://purl.obolibrary.org/obo/NCBITaxon_679434
Fusarium clavum,Fusarium clavum,NCBITaxon_2594811,http://purl.obolibrary.org/obo/NCBITaxon_2594811
Fusarium commune,Fusarium commune,NCBITaxon_249398,http://purl.obolibrary.org/obo/NCBITaxon_249398
Fusarium concentricum,Fusarium concentricum,NCBITaxon_48491,http://purl.obolibrary.org/obo/NCBITaxon_48491
Fusarium foetens,Fusarium foetens,NCBITaxon_246455,http://purl.obolibrary.org/obo/NCBITaxon_246455
Fusarium kalimantanense,Fusarium kalimantanense,NCBITaxon_2750197,http://purl.obolibrary.org/obo/NCBITaxon_2750197
Fusarium louisianense,Fusarium louisianense,NCBITaxon_1571108,http://purl.obolibrary.org/obo/NCBITaxon_1571108
Fusarium meridionale,Fusarium meridionale,NCBITaxon_282269,http://purl.obolibrary.org/obo/NCBITaxon_282269
Fusarium miscanthi,Fusarium miscanthi,NCBITaxon_75915,http://purl.obolibrary.org/obo/NCBITaxon_75915
Fusarium nelsonii,Fusarium nelsonii,NCBITaxon_77846,http://purl.obolibrary.org/obo/NCBITaxon_77846
Fusarium nirenbergiae,Fusarium nirenbergiae,NCBITaxon_2502993,http://purl.obolibrary.org/obo/NCBITaxon_2502993
Fusarium oxysporum f. sp. cubense,Fusarium oxysporum f. sp. cubense,NCBITaxon_61366,http://purl.obolibrary.org/obo/NCBITaxon_61366
Fusarium oxysporum f. sp. lactucae,Fusarium oxysporum f. sp. lactucae,NCBITaxon_299031,http://purl.obolibrary.org/obo/NCBITaxon_299031
Fusarium oxysporum f. sp. mori,Fusarium oxysporum f. sp. mori,NCBITaxon_1940294,http://purl.obolibrary.org/obo/NCBITaxon_1940294
Fusarium oxysporum f. sp. passiflorae,Fusarium oxysporum f. sp. passiflorae,NCBITaxon_61370,http://purl.obolibrary.org/obo/NCBITaxon_61370
Fusarium oxysporum f. sp. radicis-lycopersici,Fusarium oxysporum f. sp. radicis-lycopersici,NCBITaxon_61372,http://purl.obolibrary.org/obo/NCBITaxon_61372
Fusarium pernambucanum,Fusarium pernambucanum,NCBITaxon_2562765,http://purl.obolibrary.org/obo/NCBITaxon_2562765
Fusarium petroliphilum,Fusarium petroliphilum,NCBITaxon_203961,http://purl.obolibrary.org/obo/NCBITaxon_203961
Fusarium poae,Fusarium poae,NCBITaxon_36050,http://purl.obolibrary.org/obo/NCBITaxon_36050
Fusarium sulawesiense,Fusarium sulawesiense,NCBITaxon_2594820,http://purl.obolibrary.org/obo/NCBITaxon_2594820
Fusarium tricinctum,Fusarium tricinctum,NCBITaxon_61284,http://purl.obolibrary.org/obo/NCBITaxon_61284
Fusarium vorosii,Fusarium vorosii,NCBITaxon_569361,http://purl.obolibrary.org/obo/NCBITaxon_569361
Fusicladium oleagineum,Fusicladium,NCBITaxon_50375,http://purl.obolibrary.org/obo/NCBITaxon_50375
Fusicoccum depressum,Fusicoccum,NCBITaxon_83176,http://purl.obolibrary.org/obo/NCBITaxon_83176
Gaillardia latent virus,Gaillardia latent virus,NCBITaxon_1468172,http://purl.obolibrary.org/obo/NCBITaxon_1468172
Ganoderma neo-japonicum,Ganoderma japonicum,NCBITaxon_36072,http://purl.obolibrary.org/obo/NCBITaxon_36072
Garlic yellow stripe associated virus,Garlic yellow stripe associated virus,NCBITaxon_2806893,http://purl.obolibrary.org/obo/NCBITaxon_2806893
Gibberella avenacea,Gibberella,OMIT_0007069,http://purl.obolibrary.org/obo/OMIT_0007069
Gibberella indica,Gibberella,OMIT_0007069,http://purl.obolibrary.org/obo/OMIT_0007069
Gibberella zeae,Fusarium graminearum,NCBITaxon_5518,http://purl.obolibrary.org/obo/NCBITaxon_5518
Gibbsiella quercinecans,Gibbsiella quercinecans,NCBITaxon_929813,http://purl.obolibrary.org/obo/NCBITaxon_929813
Glaucias subpunctatus,Glaucias subpunctatus,NCBITaxon_763250,http://purl.obolibrary.org/obo/NCBITaxon_763250
Globisporangium rostratifingens,Globisporangium rostratifingens,NCBITaxon_2711122,http://purl.obolibrary.org/obo/NCBITaxon_2711122
Globodera ellingtonae,Globodera ellingtonae,NCBITaxon_1517492,http://purl.obolibrary.org/obo/NCBITaxon_1517492
Globodera tabacum sensu lato,Globodera tabacum,NCBITaxon_65954,http://purl.obolibrary.org/obo/NCBITaxon_65954
Glomerella cingulata,Cingulata,NCIT_C79108,http://purl.obolibrary.org/obo/NCIT_C79108
Glyphodes caesalis,Glyphodes caesalis,NCBITaxon_259336,http://purl.obolibrary.org/obo/NCBITaxon_259336
Gnomoniopsis daii,Gnomoniopsis daii,NCBITaxon_2660702,http://purl.obolibrary.org/obo/NCBITaxon_2660702
Gnomoniopsis idaeicola,Gnomoniopsis idaeicola,NCBITaxon_925762,http://purl.obolibrary.org/obo/NCBITaxon_925762
Golovinomyces monardae,Golovinomyces monardae,NCBITaxon_1708261,http://purl.obolibrary.org/obo/NCBITaxon_1708261
Golovinomyces sp.,Golovinomyces sp.,NCBITaxon_2011908,http://purl.obolibrary.org/obo/NCBITaxon_2011908
Gonipterus platensis,Gonipterus platensis,NCBITaxon_1054293,http://purl.obolibrary.org/obo/NCBITaxon_1054293
Grapevine ajinashika virus,Grapevine virus,NCBITaxon_2934366,http://purl.obolibrary.org/obo/NCBITaxon_2934366
Grapevine Anatolian ringspot virus,Grapevine Anatolian ringspot virus,NCBITaxon_223769,http://purl.obolibrary.org/obo/NCBITaxon_223769
Grapevine asteroid mosaic associated virus,Grapevine asteroid mosaic associated virus,NCBITaxon_2169998,http://purl.obolibrary.org/obo/NCBITaxon_2169998
Grapevine deformation virus,Grapevine deformation virus,NCBITaxon_233784,http://purl.obolibrary.org/obo/NCBITaxon_233784
Grapevine enamovirus 1,Grapevine enamovirus 1,NCBITaxon_2560515,http://purl.obolibrary.org/obo/NCBITaxon_2560515
Grapevine fabavirus,Grapevine fabavirus,NCBITaxon_1849838,http://purl.obolibrary.org/obo/NCBITaxon_1849838
Grapevine fleck virus,Grapevine fleck virus,NCBITaxon_103722,http://purl.obolibrary.org/obo/NCBITaxon_103722
GRAPEVINE GEMINIVIRUS A,Grapevine geminivirus A,NCBITaxon_1906317,http://purl.obolibrary.org/obo/NCBITaxon_1906317
Grapevine hammerhead viroid-like RNA,Grapevine hammerhead viroid-like RNA,NCBITaxon_1738445,http://purl.obolibrary.org/obo/NCBITaxon_1738445
Grapevine Kizil Sapak virus,Grapevine Kizil Sapak virus,NCBITaxon_2650001,http://purl.obolibrary.org/obo/NCBITaxon_2650001
Grapevine leafroll-associated virus 13,Grapevine leafroll-associated virus 13,NCBITaxon_1815581,http://purl.obolibrary.org/obo/NCBITaxon_1815581
Grapevine leafroll-associated virus 7,Grapevine leafroll-associated virus 7,NCBITaxon_217615,http://purl.obolibrary.org/obo/NCBITaxon_217615
Grapevine Roditis leaf discoloration-associated virus,Grapevine Roditis leaf discoloration-associated virus,NCBITaxon_1471299,http://purl.obolibrary.org/obo/NCBITaxon_1471299
Grapevine satellite virus,Grapevine satellite virus,NCBITaxon_1343493,http://purl.obolibrary.org/obo/NCBITaxon_1343493
Grapevine Syrah virus 1,Grapevine Syrah virus 1,NCBITaxon_630199,http://purl.obolibrary.org/obo/NCBITaxon_630199
Grapevine Tunisian ringspot virus,Grapevine Tunisian ringspot virus,NCBITaxon_2052649,http://purl.obolibrary.org/obo/NCBITaxon_2052649
Grapevine virus E,Grapevine virus E,NCBITaxon_516956,http://purl.obolibrary.org/obo/NCBITaxon_516956
Grapevine virus I,Grapevine virus I,NCBITaxon_2052157,http://purl.obolibrary.org/obo/NCBITaxon_2052157
Grapevine virus J,Grapevine virus J,NCBITaxon_2093496,http://purl.obolibrary.org/obo/NCBITaxon_2093496
Grapevine virus S,Grapevine virus S,NCBITaxon_1245593,http://purl.obolibrary.org/obo/NCBITaxon_1245593
Grapevine yellow speckle viroid 1,Grapevine yellow speckle viroid 1,NCBITaxon_12904,http://purl.obolibrary.org/obo/NCBITaxon_12904
Grapevine yellow speckle viroid 2,Grapevine yellow speckle viroid 2,NCBITaxon_46342,http://purl.obolibrary.org/obo/NCBITaxon_46342
Graphium euwallaceae,Graphium euwallaceae,NCBITaxon_1388767,http://purl.obolibrary.org/obo/NCBITaxon_1388767
Green Sichuan pepper nepovirus,Green Sichuan pepper nepovirus,NCBITaxon_2802553,http://purl.obolibrary.org/obo/NCBITaxon_2802553
Grosmannia cainii,Grosmannia cainii,NCBITaxon_96394,http://purl.obolibrary.org/obo/NCBITaxon_96394
Groundnut Ringspot Virus,Groundnut ringspot virus,NCBITaxon_12675,http://purl.obolibrary.org/obo/NCBITaxon_12675
Gymnosporangium yamadae,Gymnosporangium yamadae,NCBITaxon_646405,http://purl.obolibrary.org/obo/NCBITaxon_646405
Halotydeus destructor,Halotydeus destructor,NCBITaxon_2874060,http://purl.obolibrary.org/obo/NCBITaxon_2874060
